Hex,Term,Lab A,Lab B,lab L
#597236,green,-20,30,45
#588065,green,-20,10,50
#587401,green,-25,50,45
#579300,green,-40,60,55
#577340,green,-20,25,45
#569244,green,-35,35,55
#569160,green,-30,20,55
#567415,green,-25,45,45
#559310,green,-40,55,55
#558338,green,-30,35,50
#558254,green,-25,20,50
#547422,green,-25,40,45
#547348,green,-20,20,45
#546434,green,-15,25,40
#539322,green,-40,50,55
#538400,green,-35,55,50
#526604,green,-20,45,40
#519169,green,-30,15,55
#518413,green,-35,50,50
#518342,green,-30,30,50
#516615,green,-20,40,40
#507436,green,-25,30,45
#507351,green,-20,15,45
#499444,green,-40,35,55
#498538,green,-35,35,50
#498354,green,-30,20,50
#497548,green,-25,20,45
#496803,green,-25,45,40
#489260,green,-35,20,55
#486815,green,-25,40,40
#485829,green,-15,25,35
#478600,green,-40,55,50
#467362,green,-20,5,45
#466821,green,-25,35,40
#459521,green,-45,50,55
#458612,green,-40,50,50
#458541,green,-35,30,50
#457636,green,-30,30,45
#455832,green,-15,20,35
#447551,green,-25,15,45
#446645,green,-20,15,40
#437800,green,-35,50,45
#429369,green,-35,15,55
#428621,green,-40,45,50
#417813,green,-35,45,45
#416900,green,-30,50,40
#406834,green,-25,25,40
#399643,green,-45,35,55
#398800,green,-45,55,50
#387836,green,-35,30,45
#387561,green,-25,5,45
#386845,green,-25,15,40
#379460,green,-40,20,55
#378811,green,-45,50,50
#377900,green,-40,50,45
#377750,green,-30,15,45
#368741,green,-40,30,50
#359721,green,-50,50,55
#347913,green,-40,45,45
#338821,green,-45,45,50
#317921,green,-40,40,45
#307759,green,-30,10,45
#298837,green,-45,35,50
#289800,green,-55,60,55
#288900,green,-50,55,50
#288753,green,-40,20,50
#267761,green,-30,5,45
#257950,green,-35,15,45
#245100,green,-30,40,30
#238910,green,-50,50,50
#229743,green,-50,35,55
#225106,green,-30,35,30
#219571,green,-40,10,55
#218841,green,-45,30,50
#197959,green,-35,10,45
#156000,green,-40,45,35
#155200,green,-35,40,30
#155126,green,-30,20,30
#144500,green,-30,35,25
#115205,green,-35,35,30
#106003,green,-40,40,35
#096013,green,-40,35,35
#069668,green,-45,15,55
#048765,green,-40,10,50
#009943,green,-55,35,55
#009939,green,-55,40,55
#009756,green,-50,25,55
#009671,green,-45,10,55
#008953,green,-45,20,50
#007961,green,-35,5,45
#006212,green,-45,35,35
#006131,green,-40,20,35
#006103,green,-45,40,35
#006100,green,-45,45,35
#006028,green,-40,25,35
#005412,green,-40,30,30
#005405,green,-40,35,30
#005400,green,-40,40,30
#005326,green,-35,20,30
#005236,green,-30,10,30
#005146,green,-25,0,30
#004706,green,-35,30,25
#004600,green,-35,35,25
#87993d,green,-20,45,60
#80995a,green,-20,30,60
#67902f,green,-30,45,55
#64903a,green,-30,40,55
#61812e,green,-25,40,50
#59923a,green,-35,40,55
#59814b,green,-25,25,50
#57832e,green,-30,40,50
#52924e,green,-35,30,55
#52806e,green,-20,5,50
#52742d,green,-25,35,45
#51825d,green,-25,15,50
#51643d,green,-15,20,40
#50942f,green,-40,45,55
#48950f,green,-45,55,55
#48762c,green,-30,35,45
#48663d,green,-20,20,40
#44944d,green,-40,30,55
#44845c,green,-30,15,50
#43682b,green,-25,30,40
#42952e,green,-45,45,55
#42583a,green,-15,15,35
#41763f,green,-30,25,45
#40854b,green,-35,25,50
#39970e,green,-50,55,55
#34865c,green,-35,15,50
#33783f,green,-35,25,45
#33694d,green,-25,10,40
#32964d,green,-45,30,55
#30972e,green,-50,45,55
#30874a,green,-40,25,50
#28501d,green,-25,25,30
#23980d,green,-55,55,55
#16894a,green,-45,25,50
#15974d,green,-50,30,55
#12982d,green,-55,45,55
#02531d,green,-35,25,30
#00994d,green,-55,30,55
#00985f,green,-50,20,55
#00895c,green,-45,15,50
#00601e,green,-40,30,35
#00532e,green,-35,15,30
#00523e,green,-30,5,30
#849a00,green,-25,65,60
#839a12,green,-25,60,60
#819b24,green,-25,55,60
#809b31,green,-25,50,60
#799d10,green,-30,60,60
#799b51,green,-25,35,60
#799a6d,green,-20,20,60
#798a58,green,-15,25,55
#789d23,green,-30,55,60
#769d31,green,-30,50,60
#769b5a,green,-25,30,60
#768a60,green,-15,20,55
#759a76,green,-20,15,60
#758d00,green,-25,60,55
#758c45,green,-20,35,55
#749d3c,green,-30,45,60
#748d13,green,-25,55,55
#738c4e,green,-20,30,55
#729c63,green,-25,25,60
#728e24,green,-25,50,55
#719f00,green,-35,65,60
#719d47,green,-30,40,60
#719a7e,green,-20,10,60
#709f0f,green,-35,60,60
#708e30,green,-25,45,55
#708c57,green,-20,25,55
#699f3c,green,-35,45,60
#698e4e,green,-25,30,55
#698d69,green,-20,15,55
#687f39,green,-20,35,50
#679e63,green,-30,25,60
#669f46,green,-35,40,60
#668e57,green,-25,25,55
#667f42,green,-20,30,50
#659c7e,green,-25,10,60
#648d72,green,-20,10,55
#639f50,green,-35,35,60
#639e6c,green,-30,20,60
#637f4b,green,-20,25,50
#628f60,green,-25,20,55
#607f54,green,-20,20,50
#589e7e,green,-30,10,60
#588f72,green,-25,10,55
#465a00,green,-20,45,35
#445a06,green,-20,40,35
#435a15,green,-20,35,35
#415a1f,green,-20,30,35
#395b14,green,-25,35,35
#386a2a,green,-30,30,40
#385a3a,green,-20,15,35
#384e00,green,-20,40,30
#375c1f,green,-25,30,35
#374e07,green,-20,35,30
#354e14,green,-20,30,30
#346b02,green,-35,45,40
#346a34,green,-30,25,40
#345c28,green,-25,25,35
#345a42,green,-20,10,35
#335d00,green,-30,45,35
#326b14,green,-35,40,40
#315d05,green,-30,40,35
#315c31,green,-25,20,35
#306a3c,green,-30,20,40
#285d28,green,-30,25,35
#277b00,green,-45,50,45
#277a35,green,-40,30,45
#266d01,green,-40,45,40
#265f00,green,-35,45,35
#265c42,green,-25,10,35
#256b33,green,-35,25,40
#245f04,green,-35,40,35
#237b12,green,-45,45,45
#235e31,green,-30,20,35
#226d13,green,-40,40,40
#226a4d,green,-30,10,40
#215f13,green,-35,35,35
#207a3f,green,-40,25,45
#194f46,green,-20,0,30
#167b2b,green,-45,35,45
#166d2a,green,-40,30,40
#165f28,green,-35,25,35
#158a2c,green,-50,40,50
#157a48,green,-40,20,45
#156b55,green,-30,5,40
#146c45,green,-35,15,40
#115e41,green,-30,10,35
#097b35,green,-45,30,45
#056e12,green,-45,40,40
#048a37,green,-50,35,50
#038b00,green,-55,55,50
#009a20,green,-60,50,55
#009a00,green,-60,60,55
#009a2d,green,-60,45,55
#009a0c,green,-60,55,55
#008b20,green,-55,45,50
#008b2c,green,-55,40,50
#008b0f,green,-55,50,50
#008a41,green,-50,30,50
#008a4a,green,-50,25,50
#007e00,green,-55,50,45
#007d35,green,-50,30,45
#007d2b,green,-50,35,45
#007c47,green,-45,20,45
#007c20,green,-50,40,45
#007c11,green,-50,45,45
#007b3e,green,-45,25,45
#007a59,green,-40,10,45
#007a50,green,-40,15,45
#006f12,green,-50,40,40
#006f00,green,-50,45,40
#006e33,green,-45,25,40
#006e2a,green,-45,30,40
#006e1f,green,-45,35,40
#006d44,green,-40,15,40
#006d3c,green,-40,20,40
#006c55,green,-35,5,40
#006c4d,green,-35,10,40
#005f41,green,-35,10,35
#005f39,green,-35,15,35
#005e4a,green,-30,5,35
#99ffc8,green,-45,20,95
#99f6bb,green,-40,20,90
#99ea40,green,-50,70,85
#99e5ad,green,-35,20,85
#99d683,green,-35,35,80
#99c840,green,-35,60,75
#99c66d,green,-30,40,75
#99b656,green,-25,45,70
#98fb5c,green,-55,65,90
#98da1d,green,-45,75,80
#98d5a0,green,-30,20,80
#98c3a6,green,-20,10,75
#98b709,green,-30,70,70
#98a633,green,-20,55,65
#97d864,green,-40,50,80
#97c84c,green,-35,55,75
#97b723,green,-30,65,70
#97b47d,green,-20,25,70
#96fc10,green,-60,85,90
#96ea4e,green,-50,65,85
#96e97c,green,-45,45,85
#96e79a,green,-40,30,85
#96da31,green,-45,70,80
#96c676,green,-30,35,75
#96c593,green,-25,20,75
#96b660,green,-25,40,70
#96a467,green,-15,30,65
#96a63f,green,-20,50,65
#95fb68,green,-55,60,90
#95d78d,green,-35,30,80
#95c858,green,-35,50,75
#95b833,green,-30,60,70
#94fc2e,green,-60,80,90
#94ea5b,green,-50,60,85
#94da40,green,-45,65,80
#94d86f,green,-40,45,80
#94c900,green,-40,75,75
#94a64a,green,-20,45,65
#93f993,green,-50,40,90
#93f6c4,green,-40,15,90
#93ec00,green,-55,85,85
#93e6b7,green,-35,15,85
#93d5a9,green,-30,15,80
#93c920,green,-40,70,75
#93c680,green,-30,30,75
#93c3af,green,-20,5,75
#93b486,green,-20,20,70
#93b83f,green,-30,55,70
#93b66a,green,-25,35,70
#93a800,green,-25,70,65
#93a470,green,-15,25,65
#92ffd2,green,-45,15,95
#92e986,green,-45,40,85
#92c862,green,-35,45,75
#92a654,green,-20,40,65
#92a80f,green,-25,65,65
#91fc40,green,-60,75,90
#91fb73,green,-55,55,90
#91f8b1,green,-45,25,90
#91ec17,green,-55,80,85
#91e7a4,green,-40,25,85
#91da4d,green,-45,60,80
#91d879,green,-40,40,80
#91ca32,green,-40,65,75
#91c59c,green,-25,15,75
#91b84b,green,-30,50,70
#91a824,green,-25,60,65
#90ea66,green,-50,55,85
#90d796,green,-35,25,80
#90b900,green,-35,75,70
#90b673,green,-25,30,70
#90a65d,green,-20,35,65
#89fb88,green,-55,45,90
#89eb7b,green,-50,45,85
#89ca57,green,-40,50,75
#89ba3f,green,-35,55,70
#89b786,green,-25,20,70
#89b86a,green,-30,35,70
#89aa0d,green,-30,65,65
#89a853,green,-25,40,65
#88fe0e,green,-65,85,90
#88faa7,green,-50,30,90
#88e99a,green,-45,30,85
#88dc40,green,-50,65,80
#88da6f,green,-45,45,80
#88d98d,green,-40,30,80
#88cc1f,green,-45,70,75
#87fd67,green,-60,60,90
#87c980,green,-35,30,75
#87ba4b,green,-35,50,70
#87aa23,green,-30,60,65
#86fe2d,green,-65,80,90
#86ee00,green,-60,85,85
#86ec5a,green,-55,60,85
#86d7a9,green,-35,15,80
#86cc31,green,-45,65,75
#86ca62,green,-40,45,75
#86b5a1,green,-20,5,70
#86a779,green,-20,20,65
#86a95d,green,-25,35,65
#85e8b7,green,-40,15,85
#85dc4d,green,-50,60,80
#85c79c,green,-30,15,75
#85b973,green,-30,30,70
#85aa32,green,-30,55,65
#84fc93,green,-55,40,90
#84ee15,green,-60,80,85
#84eb86,green,-50,40,85
#84db79,green,-45,40,80
#84bc04,green,-40,70,70
#84ba55,green,-35,45,70
#84b78f,green,-25,15,70
#83fe3f,green,-65,75,90
#83fd73,green,-60,55,90
#83ec66,green,-55,55,85
#83e9a3,green,-45,25,85
#83d996,green,-40,25,80
#83cc3f,green,-45,60,75
#83ca6c,green,-40,40,75
#83c989,green,-35,25,75
#83bc21,green,-40,65,70
#83aa3e,green,-30,50,65
#83a967,green,-25,30,65
#82ee2f,green,-60,75,85
#82dd00,green,-55,80,80
#82dc59,green,-50,55,80
#82a782,green,-20,15,65
#81fab1,green,-50,25,90
#81cc4c,green,-45,55,75
#81bc31,green,-40,60,70
#81ba5f,green,-35,40,70
#81b97c,green,-30,25,70
#81aa49,green,-30,45,65
#80de1a,green,-55,75,80
#80ac00,green,-35,70,65
#79ff0b,green,-70,85,90
#79fd88,green,-60,45,90
#79eb99,green,-50,30,85
#79be02,green,-45,70,70
#79bc55,green,-40,45,70
#79ac3d,green,-35,50,65
#78f000,green,-65,85,85
#78ee5a,green,-60,60,85
#78de4c,green,-55,60,80
#78c99c,green,-35,15,75
#78b98f,green,-30,15,70
#78ab66,green,-30,30,65
#77ff67,green,-65,60,90
#77fca7,green,-55,30,90
#77daa9,green,-40,15,80
#77ce3f,green,-50,60,75
#77be20,green,-45,65,70
#77ac48,green,-35,45,65
#77a982,green,-25,15,65
#76ff2c,green,-70,80,90
#76f014,green,-65,80,85
#76dd78,green,-50,40,80
#76cc6c,green,-45,40,75
#76ae00,green,-40,70,65
#75ed85,green,-55,40,85
#75eab6,green,-45,15,85
#75df00,green,-60,80,80
#75db96,green,-45,25,80
#75cb89,green,-40,25,75
#75be31,green,-45,60,70
#75bc5f,green,-40,40,70
#75bb7c,green,-35,25,70
#75ae0a,green,-40,65,65
#74ee65,green,-60,55,85
#74de58,green,-55,55,80
#74ce4b,green,-50,55,75
#74ad53,green,-35,40,65
#74ab70,green,-30,25,65
#73fe92,green,-60,40,90
#73f02e,green,-65,75,85
#73eca3,green,-50,25,85
#73ae22,green,-40,60,65
#72ff72,green,-65,55,90
#72ff3e,green,-70,75,90
#72df19,green,-60,75,80
#72be3e,green,-45,55,70
#72b998,green,-30,10,70
#72aa8b,green,-25,10,65
#71dd82,green,-50,35,80
#71cf00,green,-55,75,75
#71cd76,green,-45,35,75
#71bd69,green,-40,35,70
#70e02f,green,-60,70,80
#70de63,green,-55,50,80
#70ce57,green,-50,50,75
#70cb92,green,-40,20,75
#70bb86,green,-35,20,70
#70ae31,green,-40,55,65
#70ad5d,green,-35,35,65
#70ab79,green,-30,20,65
#69ef7b,green,-60,45,85
#69e04c,green,-60,60,80
#69d03e,green,-55,60,75
#69cb9c,green,-40,15,75
#69b008,green,-45,65,65
#68f100,green,-70,85,85
#68ed99,green,-55,30,85
#68ce6b,green,-50,40,75
#68c030,green,-50,60,70
#68be5f,green,-45,40,70
#68bd7c,green,-40,25,70
#68af53,green,-40,40,65
#68ad70,green,-35,25,65
#67ff08,green,-75,85,90
#67f059,green,-65,60,85
#67b021,green,-45,60,65
#66ff88,green,-65,45,90
#66fcba,green,-55,20,90
#66e100,green,-65,80,80
#66de78,green,-55,40,80
#66dca9,green,-45,15,80
#66cd89,green,-45,25,75
#66a000,green,-40,65,60
#65f112,green,-70,80,85
#65d04b,green,-55,55,75
#65c03e,green,-50,55,70
#65ac8b,green,-30,10,65
#65a10e,green,-40,60,60
#64ff67,green,-70,60,90
#64e058,green,-60,55,80
#64dd96,green,-50,25,80
#64bf69,green,-45,35,70
#64bc98,green,-35,10,70
#64b030,green,-45,55,65
#64af5c,green,-40,35,65
#63ff2b,green,-75,80,90
#63fea6,green,-60,30,90
#63ef85,green,-60,40,85
#63e118,green,-65,75,80
#63d100,green,-60,75,75
#63ad79,green,-35,20,65
#63a122,green,-40,55,60
#62f065,green,-65,55,85
#62ce75,green,-50,35,75
#62c049,green,-50,50,70
#62bd85,green,-40,20,70
#62b03d,green,-45,50,65
#61f22d,green,-70,75,85
#61d056,green,-55,50,75
#60eea3,green,-55,25,85
#60df82,green,-55,35,80
#60d11c,green,-60,70,75
#60c100,green,-55,70,70
#60a130,green,-40,50,60
#59d13e,green,-60,60,75
#59c05f,green,-50,40,70
#59a20c,green,-45,60,60
#58f24c,green,-70,65,85
#58df8c,green,-55,30,80
#58bf7c,green,-45,25,70
#57ff7d,green,-70,50,90
#57e24c,green,-65,60,80
#57d06b,green,-55,40,75
#57cd9c,green,-45,15,75
#57b230,green,-50,55,65
#56eead,green,-55,20,85
#56c23d,green,-55,55,70
#56b15c,green,-45,35,65
#56ae8b,green,-35,10,65
#56a221,green,-45,55,60
#56a150,green,-40,35,60
#56a06c,green,-35,20,60
#55ff9c,green,-65,35,90
#55f300,green,-75,85,85
#55f17b,green,-65,45,85
#55d24a,green,-60,55,75
#55cf89,green,-50,25,75
#54ff5a,green,-75,65,90
#54c069,green,-50,35,70
#54af79,green,-40,20,65
#54a32f,green,-45,50,60
#53f259,green,-70,60,85
#53e300,green,-70,80,80
#53e078,green,-60,40,80
#53b23c,green,-50,50,65
#52ef99,green,-60,30,85
#52d300,green,-65,75,75
#52c249,green,-55,50,70
#52a15a,green,-40,30,60
#51ff05,green,-80,85,90
#51f310,green,-75,80,85
#51e258,green,-65,55,80
#51bf85,green,-45,20,70
#50e316,green,-70,75,80
#50d075,green,-55,35,75
#50c300,green,-60,70,70
#50b166,green,-45,30,65
#50a33b,green,-45,45,60
#49d261,green,-60,45,75
#49c32f,green,-60,60,70
#48d17f,green,-55,30,75
#48bf8e,green,-45,15,70
#48a421,green,-50,55,60
#48a07e,green,-35,10,60
#47f0a3,green,-60,25,85
#47c25e,green,-55,40,70
#47b42f,green,-55,55,65
#47a350,green,-45,35,60
#46ff3d,green,-80,75,90
#46f33e,green,-75,70,85
#46e33e,green,-70,65,80
#46a26c,green,-40,20,60
#45d33d,green,-65,60,75
#45c17c,green,-50,25,70
#44ff72,green,-75,55,90
#44f270,green,-70,50,85
#44df9f,green,-55,20,80
#44c33d,green,-60,55,70
#44b25c,green,-50,35,65
#44a42f,green,-50,50,60
#43ff92,green,-70,40,90
#43e26d,green,-65,45,80
#42f18f,green,-65,35,85
#42b43c,green,-55,50,65
#42a359,green,-45,30,60
#41d26b,green,-60,40,75
#41b178,green,-45,20,65
#40e18c,green,-60,30,80
#40cf9b,green,-50,15,75
#40a43b,green,-50,45,60
#39ff7d,green,-75,50,90
#39f27a,green,-70,45,85
#38f0ac,green,-60,20,85
#38e278,green,-65,40,80
#37e357,green,-70,55,80
#37d356,green,-65,50,75
#37d275,green,-60,35,75
#37d51a,green,-70,70,75
#37c454,green,-60,45,70
#37c51d,green,-65,65,70
#37b181,green,-45,15,65
#37b51f,green,-60,60,65
#36f459,green,-75,60,85
#36e515,green,-75,75,80
#36c272,green,-55,30,70
#36b452,green,-55,40,65
#36a620,green,-55,55,60
#35ff9c,green,-70,35,90
#35ff5a,green,-80,65,90
#34f199,green,-65,30,85
#34f50e,green,-80,80,85
#34b36f,green,-50,25,65
#34a54f,green,-50,35,60
#33a27e,green,-40,10,60
#32e195,green,-60,25,80
#31ff02,green,-85,85,90
#31c52f,green,-65,60,70
#31b52f,green,-60,55,65
#31a62e,green,-55,50,60
#31a46c,green,-45,20,60
#30d52e,green,-70,65,75
#29ff87,green,-75,45,90
#29c53c,green,-65,55,70
#29c37b,green,-55,25,70
#28ff66,green,-80,60,90
#28ff29,green,-85,80,90
#27d53d,green,-70,60,75
#27b378,green,-50,20,65
#27a700,green,-60,65,60
#24ffba,green,-65,20,90
#24e53d,green,-75,65,80
#24a475,green,-45,15,60
#21a708,green,-60,60,60
#21a645,green,-55,40,60
#20f53d,green,-80,70,85
#20b647,green,-60,45,65
#20b465,green,-55,30,65
#19ff3d,green,-85,75,90
#19a71f,green,-60,55,60
#18d19b,green,-55,15,75
#17f46f,green,-75,50,85
#15d600,green,-75,75,75
#15b71e,green,-65,60,65
#14e54b,green,-75,60,80
#13a64f,green,-55,35,60
#12d388,green,-60,25,75
#11e38c,green,-65,30,80
#11c385,green,-55,20,70
#10b651,green,-60,40,65
#09f54c,green,-80,65,85
#09e600,green,-80,80,80
#09c553,green,-65,45,70
#07ff92,green,-75,40,90
#06a56c,green,-50,20,60
#05b56f,green,-55,25,65
#02b72e,green,-65,55,65
#01c472,green,-60,30,70
#00ffb0,green,-70,25,90
#00ff59,green,-85,65,90
#00ff9c,green,-75,35,90
#00ff7d,green,-80,50,90
#00ff4c,green,-85,70,90
#00f600,green,-85,85,85
#00f564,green,-80,55,85
#00f558,green,-80,60,85
#00f484,green,-75,40,85
#00f399,green,-70,30,85
#00f73d,green,-85,70,85
#00f72b,green,-85,75,85
#00f70c,green,-85,80,85
#00f66f,green,-80,50,85
#00f48f,green,-75,35,85
#00f47a,green,-75,45,85
#00f3a2,green,-70,25,85
#00f2ac,green,-65,20,85
#00e614,green,-80,75,80
#00e562,green,-75,50,80
#00e557,green,-75,55,80
#00e482,green,-70,35,80
#00e477,green,-70,40,80
#00e395,green,-65,25,80
#00e74a,green,-80,60,80
#00e63d,green,-80,65,80
#00e62c,green,-80,70,80
#00e56d,green,-75,45,80
#00e48b,green,-70,30,80
#00e39f,green,-65,20,80
#00d800,green,-80,75,75
#00d749,green,-75,55,75
#00d618,green,-75,70,75
#00d560,green,-70,45,75
#00d555,green,-70,50,75
#00d488,green,-65,25,75
#00d475,green,-65,35,75
#00d392,green,-60,20,75
#00d63c,green,-75,60,75
#00d62d,green,-75,65,75
#00d56a,green,-70,40,75
#00d47e,green,-65,30,75
#00d39b,green,-60,15,75
#00c800,green,-75,70,70
#00c748,green,-70,50,70
#00c668,green,-65,35,70
#00c585,green,-60,20,70
#00c81b,green,-75,65,70
#00c73c,green,-70,55,70
#00c72e,green,-70,60,70
#00c55e,green,-65,40,70
#00c47b,green,-60,25,70
#00c38e,green,-55,15,70
#00b800,green,-70,65,65
#00b751,green,-65,40,65
#00b747,green,-65,45,65
#00b665,green,-60,30,65
#00b581,green,-55,15,65
#00b578,green,-55,20,65
#00b81d,green,-70,60,65
#00b73b,green,-65,50,65
#00b66f,green,-60,25,65
#00b65b,green,-60,35,65
#00a906,green,-65,60,60
#00a900,green,-65,65,60
#00a845,green,-60,40,60
#00a762,green,-55,25,60
#00a759,green,-55,30,60
#00a675,green,-50,15,60
#00a92e,green,-65,50,60
#00a91f,green,-65,55,60
#00a84f,green,-60,35,60
#00a83a,green,-60,45,60
#00a67d,green,-50,10,60
#9ff973,green,-50,55,90
#9fea00,green,-50,85,85
#9fd841,green,-40,65,80
#9fd3aa,green,-25,15,80
#9fc658,green,-30,50,75
#9fb533,green,-25,60,70
#9efa40,green,-55,75,90
#9ee786,green,-40,40,85
#9ee5a4,green,-35,25,85
#9ec700,green,-35,75,75
#9ec480,green,-25,30,75
#9dea19,green,-50,80,85
#9de866,green,-45,55,85
#9dd84e,green,-40,60,80
#9dc721,green,-35,70,75
#9dc29c,green,-20,15,75
#9db540,green,-25,55,70
#9db46a,green,-20,35,70
#9cd679,green,-35,40,80
#9cd597,green,-30,25,80
#9cc662,green,-30,45,75
#9ca500,green,-20,70,65
#9bfb4f,green,-55,70,90
#9bf97e,green,-50,50,90
#9bea30,green,-50,75,85
#9be4c0,green,-30,10,85
#9bc732,green,-35,65,75
#9bb64b,green,-25,50,70
#9ba511,green,-20,65,65
#9ae871,green,-45,50,85
#9ae790,green,-40,35,85
#9ad900,green,-45,80,80
#9ad859,green,-40,55,80
#9ad3b3,green,-25,10,80
#9ac48a,green,-25,25,75
#9ab700,green,-30,75,70
#9ab474,green,-20,30,70
#9aa625,green,-20,60,65
#8fec2f,green,-55,75,85
#8fdc00,green,-50,80,80
#8fda59,green,-45,55,80
#8fca40,green,-40,60,75
#8fc789,green,-30,25,75
#8fc86c,green,-35,40,75
#8fba06,green,-35,70,70
#8fb856,green,-30,45,70
#8fb58f,green,-20,15,70
#8fa832,green,-25,55,65
#8efd4e,green,-60,70,90
#8dfb7e,green,-55,50,90
#8dfa9d,green,-50,35,90
#8dec40,green,-55,70,85
#8deb71,green,-50,50,85
#8de990,green,-45,35,85
#8ddc1c,green,-50,75,80
#8dd983,green,-40,35,80
#8dd5b3,green,-30,10,80
#8dba22,green,-35,65,70
#8db67d,green,-25,25,70
#8da667,green,-20,30,65
#8da83e,green,-25,50,65
#8d9800,green,-20,65,60
#8cca4c,green,-40,55,75
#8cc5a5,green,-25,10,75
#8cb860,green,-30,40,70
#8c9813,green,-20,60,60
#8bfd5b,green,-60,65,90
#8bf8bb,green,-45,20,90
#8be8ad,green,-40,20,85
#8bda64,green,-45,50,80
#8bd7a0,green,-35,20,80
#8bc876,green,-35,35,75
#8bba32,green,-35,60,70
#8bb598,green,-20,10,70
#8ba849,green,-25,45,65
#8aec4e,green,-55,65,85
#8adc30,green,-50,70,80
#8acb00,green,-45,75,75
#8ac793,green,-30,20,75
#8aaa00,green,-30,70,65
#8aa770,green,-20,25,65
#7fff4e,green,-65,70,90
#7fee3f,green,-60,70,85
#7fed71,green,-55,50,85
#7feb90,green,-50,35,85
#7fdc64,green,-50,50,80
#7fdb83,green,-45,35,80
#7fca76,green,-40,35,75
#7fc7a5,green,-30,10,75
#7fb798,green,-25,10,70
#7fac0c,green,-35,65,65
#7fa970,green,-25,25,65
#7efd7e,green,-60,50,90
#7efc9d,green,-55,35,90
#7ede30,green,-55,70,80
#7ecd00,green,-50,75,75
#7ec993,green,-35,20,75
#7ebc3e,green,-40,55,70
#7eba69,green,-35,35,70
#7eab53,green,-30,40,65
#7ea78b,green,-20,10,65
#7e9b3d,green,-25,45,60
#7dd9a0,green,-40,20,80
#7dcc57,green,-45,50,75
#7db986,green,-30,20,70
#7dac22,green,-35,60,65
#7d9964,green,-20,25,60
#7cee4d,green,-60,65,85
#7ceaad,green,-45,20,85
#7cce1e,green,-50,70,75
#7cbc4a,green,-40,50,70
#7bff5b,green,-65,65,90
#7bde3f,green,-55,65,80
#7bac31,green,-35,55,65
#7bab5d,green,-30,35,65
#7ba979,green,-25,20,65
#7b9d00,green,-30,65,60
#7b9b47,green,-25,40,60
#7afaba,green,-50,20,90
#7aed7b,green,-55,45,85
#7adc6e,green,-50,45,80
#7adb8c,green,-45,30,80
#7ace30,green,-50,65,75
#7acc61,green,-45,45,75
#7acb7f,green,-40,30,75
#7abb73,green,-35,30,70
#6ffcb0,green,-55,25,90
#6ff03f,green,-65,70,85
#6fef70,green,-60,50,85
#6fed8f,green,-55,35,85
#6fcf1d,green,-55,70,75
#6fbe4a,green,-45,50,70
#6f9c6c,green,-25,20,60
#6eff4d,green,-70,70,90
#6edb9f,green,-45,20,80
#6eae3d,green,-40,50,65
#6e9f23,green,-35,55,60
#6e9d50,green,-30,35,60
#6e8e3b,green,-25,40,55
#6dc000,green,-50,70,70
#6dbd73,green,-40,30,70
#6d7d4c,green,-15,25,50
#6cff7d,green,-65,50,90
#6cfe9d,green,-60,35,90
#6cf04d,green,-65,65,85
#6ce03f,green,-60,65,80
#6cd030,green,-55,65,75
#6cce61,green,-50,45,75
#6ccd7f,green,-45,30,75
#6cbe55,green,-45,45,70
#6cad66,green,-35,30,65
#6c9f30,green,-35,50,60
#6c9a87,green,-20,5,60
#6c8f00,green,-30,60,55
#6c8e45,green,-25,35,55
#6c8c60,green,-20,20,55
#6becad,green,-50,20,85
#6bde6e,green,-55,45,80
#6bdd8c,green,-50,30,80
#6bc01f,green,-50,65,70
#6bb000,green,-45,70,65
#6bae48,green,-40,45,65
#6bac82,green,-30,15,65
#6b9d5a,green,-30,30,60
#6aff5b,green,-70,65,90
#6abb8f,green,-35,15,70
#6a9012,green,-30,55,55
#6a9c75,green,-25,15,60
#6a7f2f,green,-20,40,50
#6a7d54,green,-15,20,50
#5fff3e,green,-75,75,90
#5fe063,green,-60,50,80
#5fe12e,green,-65,70,80
#5fcd92,green,-45,20,75
#5fb200,green,-50,70,65
#5faf66,green,-40,30,65
#5f8138,green,-25,35,50
#5f7215,green,-20,45,45
#5f9f5a,green,-35,30,60
#5f8d7a,green,-20,5,55
#5eff92,green,-65,40,90
#5eff72,green,-70,55,90
#5ec054,green,-50,45,70
#5ebf72,green,-45,30,70
#5eb048,green,-45,45,65
#5e9222,green,-35,50,55
#5e7222,green,-20,40,45
#5e904e,green,-30,30,55
#5e9e75,green,-30,15,60
#5df23e,green,-70,70,85
#5dd12f,green,-60,65,75
#5dc11e,green,-55,65,70
#5dae82,green,-35,15,65
#5da13b,green,-40,45,60
#5d8300,green,-30,55,50
#5d7148,green,-15,20,45
#5d8f69,green,-25,15,55
#5cf070,green,-65,50,85
#5cdd9f,green,-50,20,80
#5cd061,green,-55,45,75
#5ccf7f,green,-50,30,75
#5cb206,green,-50,65,65
#5c8142,green,-25,30,50
#5c922f,green,-35,45,55
#5c805d,green,-20,15,50
#5c722d,green,-20,35,45
#5bef8f,green,-60,35,85
#5be13e,green,-65,65,80
#5bbd8f,green,-40,15,70
#5ba200,green,-45,65,60
#5ba063,green,-35,25,60
#5b8313,green,-30,50,50
#5aff4d,green,-75,70,90
#5afeb0,green,-60,25,90
#5ae06e,green,-60,45,80
#5ac230,green,-55,60,70
#5ab220,green,-50,60,65
#5ab152,green,-45,40,65
